ORF	Counts	Sample
YER190W	5	SK8
YFL001W	601	SK8
YFL002C	705	SK8
YFL002W-A	3	SK8
YFL002W-B	0	SK8
YFL003C	285	SK8
YFL004W	1702	SK8
YFL005W	3469	SK8
YFL007W	2850	SK8
YFL008W	1285	SK8
YFL009W	1400	SK8
YFL010C	1994	SK8
YFL010W-A	17	SK8
YFL011W	59	SK8
YFL012W	49	SK8
YFL013C	1359	SK8
YFL014W	326694	SK8
YFL015C	90	SK8
YFL016C	13257	SK8
YFL017C	449	SK8
YFL017W-A	537	SK8
YFL018C	7093	SK8
YFL019C	118	SK8
YFL020C	212	SK8
YFL021W	1647	SK8
YFL022C	2841	SK8
YFL023W	287	SK8
YFL024C	1486	SK8
YFL025C	835	SK8
YFL026W	345	SK8
YFL027C	509	SK8
YFL028C	878	SK8
YFL029C	1328	SK8
YFL030W	560	SK8
YFL031W	13119	SK8
YFL033C	1663	SK8
YFL034C-A	1558	SK8
YFL034C-B	1206	SK8
YFL034W	701	SK8
YFL036W	1610	SK8
YFL037W	6256	SK8
YFL038C	9388	SK8
YFL039C	63178	SK8
YFL040W	248	SK8
YFL041W	1557	SK8
YFL041W-A	84	SK8
YFL042C	1785	SK8
YFL044C	1740	SK8
YFL045C	5361	SK8
YFL046W	729	SK8
YFL047W	1035	SK8
YFL048C	3571	SK8
YFL049W	1064	SK8
YFL050C	529	SK8
YFL051C	71	SK8
YFL052W	60	SK8
YFL053W	230	SK8
YFL054C	677	SK8
YFL055W	252	SK8
YFL058W	67	SK8
YFL059W	146	SK8
YFL060C	56	SK8
YFL061W	34	SK8
YFL062W	6	SK8
YFL064C	4	SK8
YFL065C	1	SK8
YFL066C	32	SK8
YFL067W	60	SK8
YFL068W	0	SK8
YFR001W	356	SK8
YFR002W	1329	SK8
YFR003C	2713	SK8
YFR004W	5241	SK8
YFR005C	688	SK8
YFR006W	2357	SK8
YFR007W	646	SK8
YFR008W	602	SK8
YFR009W	2853	SK8
YFR010W	5304	SK8
YFR011C	880	SK8
YFR012W	140	SK8
YFR012W-A	101	SK8
YFR013W	976	SK8
YFR014C	1230	SK8
YFR015C	1006	SK8
YFR016C	2037	SK8
YFR017C	2515	SK8
YFR018C	875	SK8
YFR019W	1134	SK8
YFR020W	416	SK8
YFR021W	976	SK8
YFR022W	799	SK8
YFR023W	183	SK8
YFR024C-A	5190	SK8
YFR025C	1744	SK8
YFR026C	105	SK8
YFR027W	303	SK8
YFR028C	1217	SK8
YFR029W	1011	SK8
YFR030W	1314	SK8
YFR031C	614	SK8
YFR031C-A	6003	SK8
YFR032C	28	SK8
YFR032C-A	2537	SK8
YFR032C-B	107	SK8
YFR033C	5130	SK8
YFR034C	1028	SK8
YFR035C	417	SK8
YFR036W	692	SK8
YFR037C	2249	SK8
YFR038W	586	SK8
YFR039C	1357	SK8
YFR040W	1927	SK8
YFR041C	1271	SK8
YFR042W	933	SK8
YFR043C	401	SK8
YFR044C	7341	SK8
YFR045W	863	SK8
YFR046C	542	SK8
YFR047C	3665	SK8
YFR048W	903	SK8
YFR049W	2103	SK8
YFR050C	6319	SK8
YFR051C	4321	SK8
YFR052W	6745	SK8
YFR053C	49751	SK8
YFR054C	65	SK8
YFR055W	395	SK8
YFR057W	4	SK8
YGL001C	2313	SK8
YGL002W	1213	SK8
YGL003C	881	SK8
YGL004C	1232	SK8
YGL005C	670	SK8
YGL006W	2260	SK8
YGL006W-A	34	SK8
YGL007C-A	11	SK8
YGL007W	69	SK8
YGL008C	52582	SK8
YGL009C	1489	SK8
YGL010W	1175	SK8
YGL011C	10769	SK8
YGL012W	4674	SK8
YGL013C	2290	SK8
YGL014W	1440	SK8
YGL015C	12	SK8
YGL016W	603	SK8
YGL017W	418	SK8
YGL018C	711	SK8
YGL019W	2396	SK8
YGL020C	1673	SK8
YGL021W	866	SK8
YGL022W	4713	SK8
YGL023C	1565	SK8
YGL025C	661	SK8
YGL026C	3482	SK8
YGL027C	1462	SK8
YGL028C	4906	SK8
YGL029W	246	SK8
YGL030W	5265	SK8
YGL031C	3291	SK8
YGL032C	34	SK8
YGL033W	31	SK8
YGL034C	16	SK8
YGL035C	1365	SK8
YGL036W	3293	SK8
YGL037C	74293	SK8
YGL038C	1790	SK8
YGL039W	1857	SK8
YGL040C	2205	SK8
YGL041C-B	12	SK8
YGL041W-A	597	SK8
YGL043W	3010	SK8
YGL044C	692	SK8
YGL045W	952	SK8
YGL047W	1489	SK8
YGL048C	6914	SK8
YGL049C	1412	SK8
YGL050W	542	SK8
YGL051W	201	SK8
YGL053W	1335	SK8
YGL054C	3863	SK8
YGL055W	966	SK8
YGL056C	1510	SK8
YGL057C	551	SK8
YGL058W	2745	SK8
YGL059W	700	SK8
YGL060W	439	SK8
YGL061C	395	SK8
YGL062W	4089	SK8
YGL063W	460	SK8
YGL064C	511	SK8
YGL065C	1008	SK8
YGL066W	1074	SK8
YGL067W	1598	SK8
YGL068W	3053	SK8
YGL070C	706	SK8
YGL071W	2226	SK8
YGL073W	3574	SK8
YGL075C	386	SK8
YGL076C	6857	SK8
YGL077C	3690	SK8
YGL078C	597	SK8
YGL079W	955	SK8
YGL080W	1423	SK8
YGL081W	292	SK8
YGL082W	1517	SK8
YGL083W	718	SK8
YGL084C	2113	SK8
YGL085W	359	SK8
YGL086W	1093	SK8
YGL087C	2366	SK8
YGL088W	142	SK8
YGL089C	262	SK8
YGL090W	518	SK8
YGL091C	1219	SK8
YGL092W	1048	SK8
YGL093W	1121	SK8
YGL094C	1580	SK8
YGL095C	1226	SK8
YGL096W	626	SK8
YGL097W	1102	SK8
YGL098W	635	SK8
YGL099W	617	SK8
YGL100W	1235	SK8
YGL101W	371	SK8
YGL103W	10091	SK8
YGL104C	1205	SK8
YGL105W	10717	SK8
YGL106W	3483	SK8
YGL107C	975	SK8
YGL108C	780	SK8
YGL110C	666	SK8
YGL111W	521	SK8
YGL112C	1362	SK8
YGL113W	505	SK8
YGL114W	747	SK8
YGL115W	2491	SK8
YGL116W	625	SK8
YGL117W	279	SK8
YGL118C	3	SK8
YGL119W	683	SK8
YGL120C	579	SK8
YGL121C	2771	SK8
YGL122C	3838	SK8
YGL123W	6782	SK8
YGL124C	759	SK8
YGL125W	1452	SK8
YGL126W	3477	SK8
YGL127C	1201	SK8
YGL128C	697	SK8
YGL129C	1354	SK8
YGL130W	1186	SK8
YGL131C	877	SK8
YGL133W	1694	SK8
YGL134W	655	SK8
YGL135W	5360	SK8
YGL136C	962	SK8
YGL137W	2834	SK8
YGL138C	3	SK8
YGL139W	1093	SK8
YGL140C	1346	SK8
YGL141W	1564	SK8
YGL142C	1189	SK8
YGL143C	629	SK8
YGL144C	366	SK8
YGL145W	711	SK8
YGL146C	219	SK8
YGL147C	2010	SK8
YGL148W	1957	SK8
YGL149W	3	SK8
YGL150C	1592	SK8
YGL151W	1357	SK8
YGL153W	832	SK8
YGL154C	581	SK8
YGL155W	810	SK8
YGL156W	1613	SK8
YGL157W	4463	SK8
YGL158W	70	SK8
YGL159W	771	SK8
YGL160W	1380	SK8
YGL161C	1809	SK8
YGL162W	388	SK8
YGL163C	932	SK8
YGL164C	948	SK8
YGL166W	668	SK8
YGL167C	1884	SK8
YGL168W	13	SK8
YGL169W	622	SK8
YGL170C	81	SK8
YGL171W	160	SK8
YGL172W	1611	SK8
YGL173C	3952	SK8
YGL174W	511	SK8
YGL175C	145	SK8
YGL176C	572	SK8
YGL178W	1874	SK8
YGL179C	694	SK8
YGL180W	967	SK8
YGL181W	2122	SK8
YGL183C	179	SK8
YGL184C	598	SK8
YGL185C	838	SK8
YGL186C	1204	SK8
YGL187C	2023	SK8
YGL188C-A	78	SK8
YGL189C	11995	SK8
YGL190C	1924	SK8
YGL191W	3838	SK8
YGL192W	1284	SK8
YGL193C	154	SK8
YGL194C	994	SK8
YGL194C-A	444	SK8
YGL195W	2647	SK8
YGL196W	1687	SK8
YGL197W	2509	SK8
YGL198W	2482	SK8
YGL200C	4964	SK8
YGL201C	1018	SK8
YGL202W	3233	SK8
YGL203C	2235	SK8
YGL204C	495	SK8
YGL205W	199	SK8
YGL206C	5462	SK8
YGL207W	4186	SK8
YGL208W	1041	SK8
YGL209W	968	SK8
YGL210W	610	SK8
YGL211W	636	SK8
YGL212W	206	SK8
YGL213C	1033	SK8
YGL215W	3700	SK8
YGL216W	741	SK8
YGL219C	2070	SK8
YGL220W	1738	SK8
YGL221C	2839	SK8
YGL222C	697	SK8
YGL223C	860	SK8
YGL224C	734	SK8
YGL225W	2684	SK8
YGL226C-A	1027	SK8
YGL226W	444	SK8
YGL227W	1606	SK8
YGL228W	3693	SK8
YGL229C	941	SK8
YGL230C	81	SK8
YGL231C	1627	SK8
YGL232W	972	SK8
YGL233W	1716	SK8
YGL234W	1715	SK8
YGL235W	0	SK8
YGL236C	268	SK8
YGL237C	923	SK8
YGL238W	3175	SK8
YGL240W	126	SK8
YGL241W	907	SK8
YGL242C	1501	SK8
YGL243W	456	SK8
YGL244W	1724	SK8
YGL245W	4977	SK8
YGL246C	889	SK8
YGL247W	429	SK8
YGL248W	4551	SK8
YGL249W	300	SK8
YGL250W	489	SK8
YGL251C	391	SK8
YGL252C	2009	SK8
YGL253W	11463	SK8
YGL254W	491	SK8
YGL255W	410	SK8
YGL256W	886	SK8
YGL257C	560	SK8
YGL258W	73	SK8
YGL258W-A	93	SK8
YGL259W	110	SK8
YGL260W	2	SK8
YGL261C	9	SK8
YGL262W	3	SK8
YGL263W	3	SK8
YGR001C	1612	SK8
YGR002C	1311	SK8
YGR003W	571	SK8
YGR004W	663	SK8
YGR005C	1178	SK8
YGR006W	244	SK8
YGR007W	1155	SK8
YGR008C	20900	SK8
YGR009C	1507	SK8
YGR010W	862	SK8
YGR012W	1247	SK8
YGR013W	673	SK8
YGR014W	2387	SK8
YGR015C	509	SK8
YGR016W	234	SK8
YGR017W	1150	SK8
YGR018C	4	SK8
YGR019W	5714	SK8
YGR020C	3595	SK8
YGR021W	1076	SK8
YGR023W	2329	SK8
YGR024C	1044	SK8
YGR025W	6	SK8
YGR026W	4955	SK8
YGR027C	7126	SK8
YGR027W-A	0	SK8
YGR027W-B	856	SK8
YGR028W	1336	SK8
YGR029W	875	SK8
YGR030C	140	SK8
YGR031C-A	0	SK8
YGR031W	211	SK8
YGR032W	1261	SK8
YGR033C	1456	SK8
YGR034W	2676	SK8
YGR035C	128	SK8
YGR035W-A	229	SK8
YGR036C	520	SK8
YGR037C	5000	SK8
YGR038C-A	0	SK8
YGR038C-B	177	SK8
YGR038W	1525	SK8
YGR039W	86	SK8
YGR040W	606	SK8
YGR041W	888	SK8
YGR042W	685	SK8
YGR043C	8594	SK8
YGR044C	2514	SK8
YGR045C	12	SK8
YGR046W	624	SK8
YGR047C	585	SK8
YGR048W	2909	SK8
YGR049W	931	SK8
YGR050C	95	SK8
YGR052W	596	SK8
YGR053C	244	SK8
YGR054W	3658	SK8
YGR055W	4507	SK8
YGR056W	1159	SK8
YGR057C	767	SK8
YGR058W	901	SK8
YGR059W	107	SK8
YGR060W	8432	SK8
YGR061C	1715	SK8
YGR062C	710	SK8
YGR063C	1009	SK8
YGR065C	887	SK8
YGR066C	520	SK8
YGR067C	254	SK8
YGR068C	687	SK8
YGR070W	2202	SK8
YGR071C	467	SK8
YGR072W	556	SK8
YGR074W	407	SK8
YGR075C	237	SK8
YGR076C	608	SK8
YGR077C	1586	SK8
YGR078C	1246	SK8
YGR079W	619	SK8
YGR080W	2494	SK8
YGR081C	445	SK8
YGR082W	2464	SK8
YGR083C	1632	SK8
YGR084C	1156	SK8
YGR085C	3505	SK8
YGR086C	15016	SK8
YGR087C	122	SK8
YGR088W	8739	SK8
YGR089W	1646	SK8
YGR090W	1189	SK8
YGR091W	583	SK8
YGR092W	869	SK8
YGR093W	493	SK8
YGR094W	3723	SK8
YGR095C	825	SK8
YGR096W	232	SK8
YGR097W	2473	SK8
YGR098C	701	SK8
YGR099W	572	SK8
YGR100W	1753	SK8
YGR101W	920	SK8
YGR102C	1021	SK8
YGR103W	278	SK8
YGR104C	692	SK8
YGR105W	1002	SK8
YGR106C	4506	SK8
YGR108W	558	SK8
YGR109C	88	SK8
YGR109W-A	0	SK8
YGR109W-B	1263	SK8
YGR110W	507	SK8
YGR111W	2742	SK8
YGR112W	893	SK8
YGR113W	769	SK8
YGR116W	2578	SK8
YGR117C	1520	SK8
YGR118W	5922	SK8
YGR119C	1312	SK8
YGR120C	779	SK8
YGR121C	773	SK8
YGR121W-A	37	SK8
YGR122W	583	SK8
YGR123C	405	SK8
YGR124W	5881	SK8
YGR125W	1455	SK8
YGR126W	213	SK8
YGR127W	2322	SK8
YGR128C	459	SK8
YGR129W	245	SK8
YGR130C	5007	SK8
YGR131W	222	SK8
YGR132C	4214	SK8
YGR133W	467	SK8
YGR134W	1094	SK8
YGR135W	7354	SK8
YGR136W	11829	SK8
YGR138C	6601	SK8
YGR140W	550	SK8
YGR141W	1875	SK8
YGR142W	39171	SK8
YGR143W	1454	SK8
YGR144W	214	SK8
YGR145W	176	SK8
YGR146C	3339	SK8
YGR146C-A	52	SK8
YGR147C	1029	SK8
YGR148C	5412	SK8
YGR149W	1726	SK8
YGR150C	937	SK8
YGR152C	541	SK8
YGR153W	144	SK8
YGR154C	370	SK8
YGR155W	7712	SK8
YGR156W	1020	SK8
YGR157W	5655	SK8
YGR158C	626	SK8
YGR159C	1898	SK8
YGR161C	2677	SK8
YGR161C-C	0	SK8
YGR161C-D	250	SK8
YGR161W-A	0	SK8
YGR161W-B	2	SK8
YGR161W-C	587	SK8
YGR162W	1384	SK8
YGR163W	966	SK8
YGR164W	43	SK8
YGR165W	1005	SK8
YGR166W	782	SK8
YGR167W	5829	SK8
YGR168C	518	SK8
YGR169C	476	SK8
YGR169C-A	1234	SK8
YGR170W	1200	SK8
YGR171C	611	SK8
YGR172C	1242	SK8
YGR173W	667	SK8
YGR174C	646	SK8
YGR174W-A	82	SK8
YGR175C	5821	SK8
YGR177C	348	SK8
YGR178C	3015	SK8
YGR179C	505	SK8
YGR180C	10300	SK8
YGR181W	1638	SK8
YGR183C	2906	SK8
YGR184C	2479	SK8
YGR185C	4981	SK8
YGR186W	2128	SK8
YGR187C	666	SK8
YGR188C	231	SK8
YGR189C	7255	SK8
YGR191W	1764	SK8
YGR192C	672300	SK8
YGR193C	2148	SK8
YGR194C	1572	SK8
YGR195W	1058	SK8
YGR196C	971	SK8
YGR197C	939	SK8
YGR198W	2719	SK8
YGR199W	1060	SK8
YGR200C	490	SK8
YGR201C	2077	SK8
YGR202C	1504	SK8
YGR203W	861	SK8
YGR204C-A	1	SK8
YGR204W	6673	SK8
YGR205W	749	SK8
YGR206W	509	SK8
YGR207C	2680	SK8
YGR208W	1552	SK8
YGR209C	13161	SK8
YGR210C	2338	SK8
YGR211W	7196	SK8
YGR212W	360	SK8
YGR213C	192	SK8
YGR214W	4100	SK8
YGR215W	1052	SK8
YGR216C	644	SK8
YGR217W	477	SK8
YGR218W	4284	SK8
YGR220C	1490	SK8
YGR221C	394	SK8
YGR222W	921	SK8
YGR223C	955	SK8
YGR224W	468	SK8
YGR225W	309	SK8
YGR227C-A	15	SK8
YGR227W	1243	SK8
YGR229C	2542	SK8
YGR230W	165	SK8
YGR231C	5478	SK8
YGR232W	1362	SK8
YGR233C	925	SK8
YGR234W	987	SK8
YGR235C	2085	SK8
YGR236C	104	SK8
YGR237C	2513	SK8
YGR238C	900	SK8
YGR239C	761	SK8
YGR240C	14309	SK8
YGR240C-A	227	SK8
YGR241C	1585	SK8
YGR243W	175	SK8
YGR244C	3812	SK8
YGR245C	181	SK8
YGR246C	1032	SK8
YGR247W	290	SK8
YGR248W	20941	SK8
YGR249W	280	SK8
YGR250C	4506	SK8
YGR251W	192	SK8
YGR252W	1284	SK8
YGR253C	9198	SK8
YGR254W	127753	SK8
YGR255C	1471	SK8
YGR256W	9341	SK8
YGR257C	1216	SK8
YGR258C	866	SK8
YGR260W	4891	SK8
YGR261C	1875	SK8
YGR262C	634	SK8
YGR263C	503	SK8
YGR264C	2001	SK8
YGR266W	1306	SK8
YGR267C	2107	SK8
YGR268C	1477	SK8
YGR270W	3032	SK8
YGR271C-A	283	SK8
YGR271W	983	SK8
YGR273C	6	SK8
YGR274C	747	SK8
YGR275W	816	SK8
YGR276C	1106	SK8
YGR277C	1336	SK8
YGR278W	758	SK8
YGR279C	10598	SK8
YGR280C	450	SK8
YGR281W	2775	SK8
YGR282C	26927	SK8
YGR283C	613	SK8
YGR284C	8112	SK8
YGR285C	6438	SK8
YGR286C	369	SK8
YGR287C	306	SK8
YGR288W	425	SK8
YGR289C	277	SK8
YGR292W	72	SK8
YGR294W	20	SK8
YGR295C	2321	SK8
YGR296W	0	SK8
YHL001W	4274	SK8
YHL002W	2058	SK8
YHL003C	2712	SK8
YHL004W	2207	SK8
YHL005C	4	SK8
YHL006C	489	SK8
YHL007C	2384	SK8
YHL008C	2157	SK8
YHL009C	889	SK8
YHL009W-A	0	SK8
YHL009W-B	11	SK8
YHL010C	914	SK8
YHL011C	1270	SK8
YHL012W	165	SK8
YHL013C	496	SK8
YHL014C	468	SK8
YHL015W	9246	SK8
YHL015W-A	85	SK8
YHL016C	234	SK8
YHL017W	1324	SK8
YHL018W	37	SK8
YHL019C	1230	SK8
YHL020C	1246	SK8
YHL021C	7586	SK8
YHL022C	185	SK8
YHL023C	1327	SK8
YHL024W	1136	SK8
YHL025W	1401	SK8
YHL026C	479	SK8
YHL027W	1978	SK8
YHL028W	579	SK8
YHL029C	957	SK8
YHL030W	3424	SK8
YHL031C	1354	SK8
YHL032C	927	SK8
YHL033C	3300	SK8
YHL034C	10654	SK8
YHL035C	2000	SK8
YHL036W	612	SK8
YHL037C	32	SK8
YHL038C	487	SK8
YHL039W	531	SK8
YHL040C	1234	SK8
YHL041W	13	SK8
YHL042W	274	SK8
YHL043W	304	SK8
YHL044W	464	SK8
YHL045W	8	SK8
YHL046C	20	SK8
YHL047C	719	SK8
YHL048C-A	1	SK8
YHL048W	555	SK8
YHL049C	2	SK8
YHL050C	210	SK8
YHR001W	1305	SK8
YHR001W-A	2255	SK8
YHR002W	375	SK8
YHR003C	982	SK8
YHR004C	1364	SK8
YHR005C	1869	SK8
YHR005C-A	2727	SK8
YHR006W	1385	SK8
YHR007C	8463	SK8
YHR007C-A	255	SK8
YHR008C	19378	SK8
YHR009C	2783	SK8
YHR010W	5002	SK8
YHR011W	560	SK8
YHR012W	1384	SK8
YHR013C	1335	SK8
YHR014W	101	SK8
YHR015W	277	SK8
YHR016C	3529	SK8
YHR017W	1599	SK8
YHR018C	1394	SK8
YHR019C	4294	SK8
YHR020W	1279	SK8
YHR021C	2782	SK8
YHR021W-A	181	SK8
YHR022C	745	SK8
YHR022C-A	19	SK8
YHR023W	1291	SK8
YHR024C	1265	SK8
YHR025W	2661	SK8
YHR026W	3153	SK8
YHR027C	7826	SK8
YHR028C	3681	SK8
YHR029C	868	SK8
YHR030C	8948	SK8
YHR031C	483	SK8
YHR032W	931	SK8
YHR033W	547	SK8
YHR034C	931	SK8
YHR035W	230	SK8
YHR036W	456	SK8
YHR037W	2101	SK8
YHR038W	569	SK8
YHR039C	1867	SK8
YHR039C-A	6215	SK8
YHR040W	255	SK8
YHR041C	915	SK8
YHR042W	3555	SK8
YHR043C	1810	SK8
YHR044C	424	SK8
YHR045W	711	SK8
YHR046C	744	SK8
YHR047C	1857	SK8
YHR048W	413	SK8
YHR049W	7561	SK8
YHR050W	1290	SK8
YHR050W-A	23	SK8
YHR051W	3000	SK8
YHR052C-B	0	SK8
YHR052W	676	SK8
YHR053C	0	SK8
YHR054C	92	SK8
YHR054C-B	3	SK8
YHR055C	0	SK8
YHR056C	731	SK8
YHR057C	1364	SK8
YHR058C	336	SK8
YHR059W	525	SK8
YHR060W	658	SK8
YHR061C	386	SK8
YHR062C	537	SK8
YHR063C	1290	SK8
YHR064C	5425	SK8
YHR065C	775	SK8
YHR066W	333	SK8
YHR067W	546	SK8
YHR068W	2850	SK8
YHR069C	562	SK8
YHR070W	483	SK8
YHR071W	4218	SK8
YHR072W	631	SK8
YHR072W-A	997	SK8
YHR073W	1511	SK8
YHR074W	1793	SK8
YHR075C	532	SK8
YHR076W	1266	SK8
YHR077C	1834	SK8
YHR078W	1145	SK8
YHR079C	904	SK8
YHR079C-A	18	SK8
YHR080C	1394	SK8
YHR081W	474	SK8
YHR082C	7240	SK8
YHR083W	2258	SK8
YHR084W	915	SK8
YHR085W	385	SK8
YHR086W	867	SK8
YHR086W-A	5	SK8
YHR087W	22241	SK8
YHR088W	172	SK8
YHR089C	1162	SK8
YHR090C	992	SK8
YHR091C	717	SK8
YHR092C	651	SK8
YHR093W	28	SK8
YHR094C	2745	SK8
YHR096C	2922	SK8
YHR097C	2345	SK8
YHR098C	3649	SK8
YHR099W	1811	SK8
YHR100C	371	SK8
YHR101C	713	SK8
YHR102W	1267	SK8
YHR103W	1509	SK8
YHR104W	52117	SK8
YHR105W	182	SK8
YHR106W	1318	SK8
YHR107C	2040	SK8
YHR108W	3467	SK8
YHR109W	579	SK8
YHR110W	1507	SK8
YHR111W	1383	SK8
YHR112C	2632	SK8
YHR113W	2272	SK8
YHR114W	1317	SK8
YHR115C	2911	SK8
YHR116W	1044	SK8
YHR117W	1524	SK8
YHR118C	643	SK8
YHR119W	919	SK8
YHR120W	307	SK8
YHR121W	1242	SK8
YHR122W	658	SK8
YHR123W	2404	SK8
YHR124W	441	SK8
YHR125W	21	SK8
YHR126C	14	SK8
YHR127W	602	SK8
YHR128W	1222	SK8
YHR129C	402	SK8
YHR130C	36	SK8
YHR131C	644	SK8
YHR132C	2665	SK8
YHR132W-A	1439	SK8
YHR133C	1636	SK8
YHR134W	446	SK8
YHR135C	3660	SK8
YHR136C	132	SK8
YHR137W	10475	SK8
YHR138C	1604	SK8
YHR139C	309	SK8
YHR139C-A	136	SK8
YHR140W	892	SK8
YHR141C	4179	SK8
YHR142W	1312	SK8
YHR143W	6970	SK8
YHR143W-A	1103	SK8
YHR144C	366	SK8
YHR146W	2845	SK8
YHR147C	941	SK8
YHR148W	294	SK8
YHR149C	302	SK8
YHR150W	542	SK8
YHR151C	667	SK8
YHR152W	1523	SK8
YHR153C	57	SK8
YHR154W	367	SK8
YHR155W	1691	SK8
YHR156C	611	SK8
YHR157W	156	SK8
YHR158C	1243	SK8
YHR159W	609	SK8
YHR160C	259	SK8
YHR161C	1971	SK8
YHR162W	6765	SK8
YHR163W	4943	SK8
YHR164C	1156	SK8
YHR165C	2056	SK8
YHR166C	446	SK8
YHR167W	284	SK8
YHR168W	362	SK8
YHR169W	422	SK8
YHR170W	494	SK8
YHR171W	695	SK8
YHR172W	257	SK8
YHR173C	58	SK8
YHR174W	327604	SK8
YHR175W	525	SK8
YHR175W-A	27	SK8
YHR176W	435	SK8
YHR177W	235	SK8
YHR178W	791	SK8
YHR179W	17281	SK8
YHR180W	404	SK8
YHR181W	1563	SK8
YHR182W	606	SK8
YHR183W	12092	SK8
YHR184W	203	SK8
YHR185C	15	SK8
YHR186C	1095	SK8
YHR187W	667	SK8
YHR188C	3283	SK8
YHR189W	255	SK8
YHR190W	5979	SK8
YHR191C	328	SK8
YHR192W	1289	SK8
YHR193C	9618	SK8
YHR194W	921	SK8
YHR195W	2003	SK8
YHR196W	669	SK8
YHR197W	182	SK8
YHR198C	1467	SK8
YHR199C	3980	SK8
YHR199C-A	282	SK8
YHR200W	5524	SK8
YHR201C	1265	SK8
YHR202W	473	SK8
YHR203C	5415	SK8
YHR204W	738	SK8
YHR205W	1455	SK8
YHR206W	1457	SK8
YHR207C	958	SK8
YHR208W	1127	SK8
YHR209W	2493	SK8
YHR210C	291	SK8
YHR211W	462	SK8
YHR212W-A	0	SK8
YHR213W	6	SK8
YHR213W-A	0	SK8
YHR213W-B	22	SK8
YHR214C-B	649	SK8
YHR214C-C	0	SK8
YHR214C-D	0	SK8
YHR214C-E	6	SK8
YHR214W	64	SK8
YHR215W	162	SK8
YHR216W	93	SK8
YHR218W	0	SK8
YHR219W	1	SK8
YIL001W	808	SK8
YIL002C	868	SK8
YIL002W-A	765	SK8
YIL003W	295	SK8
YIL004C	503	SK8
YIL005W	1412	SK8
YIL006W	342	SK8
YIL007C	1376	SK8
YIL008W	474	SK8
YIL009C-A	584	SK8
YIL009W	851	SK8
YIL010W	1962	SK8
YIL011W	364	SK8
YIL012W	40	SK8
YIL013C	843	SK8
YIL014C-A	403	SK8
YIL014W	764	SK8
YIL015W	198	SK8
YIL016W	707	SK8
YIL017C	1122	SK8
YIL018W	8929	SK8
YIL019W	121	SK8
YIL020C	622	SK8
YIL021W	1528	SK8
YIL022W	2664	SK8
YIL023C	3123	SK8
YIL024C	300	SK8
YIL026C	825	SK8
YIL027C	1008	SK8
YIL029C	360	SK8
YIL030C	2689	SK8
YIL031W	1278	SK8
YIL033C	5006	SK8
YIL034C	4278	SK8
YIL035C	1629	SK8
YIL036W	3357	SK8
YIL037C	365	SK8
YIL038C	1910	SK8
YIL039W	1763	SK8
YIL040W	803	SK8
YIL041W	9088	SK8
YIL042C	659	SK8
YIL043C	3854	SK8
YIL044C	1336	SK8
YIL045W	1140	SK8
YIL046W	869	SK8
YIL046W-A	14	SK8
YIL047C	2641	SK8
YIL048W	1680	SK8
YIL049W	477	SK8
YIL050W	924	SK8
YIL051C	15004	SK8
YIL052C	4251	SK8
YIL053W	28592	SK8
YIL054W	15	SK8
YIL055C	1022	SK8
YIL056W	1430	SK8
YIL057C	31	SK8
YIL060W	305	SK8
YIL061C	424	SK8
YIL062C	4477	SK8
YIL063C	2560	SK8
YIL064W	249	SK8
YIL065C	1484	SK8
YIL066C	369	SK8
YIL067C	753	SK8
YIL068C	1080	SK8
YIL069C	3235	SK8
YIL070C	1626	SK8
YIL071C	554	SK8
YIL072W	207	SK8
YIL073C	618	SK8
YIL074C	1826	SK8
YIL075C	11387	SK8
YIL076W	3420	SK8
YIL077C	881	SK8
YIL078W	3202	SK8
YIL079C	437	SK8
YIL082W-A	1468	SK8
YIL083C	697	SK8
YIL084C	266	SK8
YIL085C	1047	SK8
YIL086C	16	SK8
YIL087C	1186	SK8
YIL088C	1728	SK8
YIL089W	354	SK8
YIL090W	1282	SK8
YIL091C	278	SK8
YIL092W	346	SK8
YIL093C	775	SK8
YIL094C	2075	SK8
YIL095W	1084	SK8
YIL096C	104	SK8
YIL097W	1363	SK8
YIL098C	625	SK8
YIL099W	423	SK8
YIL101C	1196	SK8
YIL102C	53	SK8
YIL102C-A	270	SK8
YIL103W	536	SK8
YIL104C	341	SK8
YIL105C	1165	SK8
YIL105W-A	0	SK8
YIL106W	989	SK8
YIL107C	2359	SK8
YIL108W	1240	SK8
YIL109C	5401	SK8
YIL110W	565	SK8
YIL111W	3263	SK8
YIL112W	1728	SK8
YIL113W	735	SK8
YIL114C	727	SK8
YIL115C	2435	SK8
YIL116W	1370	SK8
YIL117C	3150	SK8
YIL118W	1305	SK8
YIL119C	902	SK8
YIL120W	771	SK8
YIL121W	988	SK8
YIL122W	688	SK8
YIL123W	2572	SK8
YIL124W	7038	SK8
YIL125W	3060	SK8
YIL126W	1718	SK8
YIL127C	280	SK8
YIL128W	1244	SK8
YIL129C	2475	SK8
YIL130W	1087	SK8
YIL131C	423	SK8
YIL132C	169	SK8
YIL133C	3721	SK8
YIL134C-A	9	SK8
YIL134W	459	SK8
YIL135C	2297	SK8
YIL136W	6024	SK8
YIL137C	1427	SK8
YIL138C	3043	SK8
YIL139C	499	SK8
YIL140W	1072	SK8
YIL142W	7172	SK8
YIL143C	1732	SK8
YIL144W	1444	SK8
YIL145C	1018	SK8
YIL146C	478	SK8
YIL147C	895	SK8
YIL148W	5204	SK8
