orf	gene	DBD	Shown.DNA.binding	annotation.type	regulated.orf	regulated.gene	experimental.condition	regulation.direction	evidence.type
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLL060C	GTT2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR020C	YEH2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR023C	IZH3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR030W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR033W	RSC58	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR065C	SND2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR066W	SPC3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR087C	CSF1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR088W	GAA1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR095C	IOC2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR099C	ICT1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR102C	APC9	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR106C	REA1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR108C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR110C	CCW12	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR126C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR129W	DIP2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR138W	NHA1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR142W	PUT1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR146C	SPE4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR167W	RPS31	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR178C	TFS1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR180W	SAM1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR212C	TUB4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR221C	RSA3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR222C	UTP13	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR223C	IFH1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR246W	ERF2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR247C	IRC20	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR249W	YEF3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR263W	RED1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR284C	ECI1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR288C	MEC3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR289W	GUF1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR293C	GSP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR297W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR300W	EXG1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR304C	ACO1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR305C	STT4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR318W	EST2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR325C	RPL38	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR353W	BUD8	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR364W	GRX8	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR370C	ARC18	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR404W	SEI1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR407W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR410W	VIP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR414C	PUN1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR427W	MAG2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR447C	VMA6	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YLR448W	RPL6B	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YML007C-A	MIN4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YML008C	ERG6	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YML010W	SPT5	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YML011C	RAD33	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YML036W	CGI121	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YML049C	RSE1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YML052W	SUR7	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YML053C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YML063W	RPS1B	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YML098W	TAF13	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YML104C	MDM1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YML129C	COX14	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YMR004W	MVP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YMR009W	ADI1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YMR018W	PEX9	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YMR027W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YMR028W	TAP42	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YMR070W	MOT3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YMR071C	TVP18	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YMR092C	AIP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YMR093W	UTP15	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YMR096W	SNZ1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YMR121C	RPL15B	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YMR128W	ECM16	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YMR140W	SIP5	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YMR153W	NUP53	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YMR155W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YMR156C	TPP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YMR183C	SSO2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YMR184W	ADD37	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YMR201C	RAD14	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YMR224C	MRE11	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YMR225C	MRPL44	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YMR241W	YHM2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YMR242W-A	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YMR251W	GTO3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YMR251W-A	HOR7	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YMR255W	GFD1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YMR258C	ROY1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YMR260C	TIF11	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YMR265C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YMR266W	RSN1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YMR280C	CAT8	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YMR290C	HAS1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YMR296C	LCB1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YNL002C	RLP7	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YNL016W	PUB1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YNL025C	SSN8	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YNL103W	MET4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YNL118C	DCP2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YNL122C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YNL162W	RPL42A	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YNL186W	UBP10	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YNL193W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YNL230C	ELA1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YNL231C	PDR16	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YNL238W	KEX2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YNL253W	TEX1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YNL262W	POL2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YNL267W	PIK1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YNL268W	LYP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YNL270C	ALP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YNL286W	CUS2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YNL291C	MID1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YNL306W	MRPS18	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YNL310C	ZIM17	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YNL313C	EMW1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YNL314W	DAL82	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YNL315C	ATP11	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YNL327W	EGT2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YNL329C	PEX6	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YNL333W	SNZ2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YNR012W	URK1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YNR023W	SNF12	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YNR030W	ALG12	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOL005C	RPB11	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOL017W	ESC8	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOL020W	TAT2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOL076W	MDM20	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOL077C	BRX1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOL087C	DUF1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOL091W	SPO21	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOL121C	RPS19A	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOL125W	TRM13	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOL128C	YGK3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOL139C	CDC33	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOL144W	NOP8	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOL158C	ENB1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOR045W	TOM6	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOR048C	RAT1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOR054C	VHS3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOR068C	VAM10	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOR069W	VPS5	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOR076C	SKI7	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOR113W	AZF1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOR115C	TRS33	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOR127W	RGA1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOR140W	SFL1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOR148C	SPP2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOR152C	ATG40	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOR159C	SME1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOR160W	MTR10	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOR186W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOR189W	IES4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOR190W	SPR1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOR233W	KIN4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOR237W	HES1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOR241W	MET7	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOR249C	APC5	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOR294W	RRS1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOR310C	NOP58	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOR312C	RPL20B	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOR350C	MNE1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOR353C	SOG2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOR359W	VTS1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOR369C	RPS12	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YOR385W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPL007C	TFC8	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPL008W	CHL1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPL019C	VTC3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPL021W	ECM23	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPL024W	RMI1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPL046C	ELC1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPL056C	LCL1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPL065W	VPS28	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPL066W	RGL1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPL075W	GCR1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPL091W	GLR1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPL094C	SEC62	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPL107W	DPC25	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPL109C	MCO76	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPL115C	BEM3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPL131W	RPL5	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPL137C	GIP3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPL146C	NOP53	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPL152W-A	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPL162C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPL176C	TRE1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPL183W-A	RTC6	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPL186C	UIP4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPL187W	MF(ALPHA)1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPL201C	YIG1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPL204W	HRR25	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPL210C	SRP72	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPL223C	GRE1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPL224C	MMT2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPL225W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPL237W	SUI3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPL240C	HSP82	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPL241C	CIN2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPL265W	DIP5	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPL272C	PBI1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPL273W	SAM4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPR009W	SUT2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
