annotation.type	regulated.orf	regulated.gene	experimental.condition	regulation.direction	evidence.type	regulator.orf
high-throughput	YPL240C	HSP82	""	""	microarray RNA expression level evidence	YNL309W
high-throughput	YPL241C	CIN2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YBR049C
high-throughput	YPL241C	CIN2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL005C
high-throughput	YPL241C	CIN2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YPL241C	CIN2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR463W
high-throughput	YPL241C	CIN2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YER161C
high-throughput	YPL241C	CIN2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR116W
high-throughput	YPL241C	CIN2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YJL056C
high-throughput	YPL241C	CIN2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR055C
high-throughput	YPL241C	CIN2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YML007W
high-throughput	YPL241C	CIN2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YNL068C
high-throughput	YPL241C	CIN2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOL148C
high-throughput	YPL241C	CIN2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPL254W
high-throughput	YPL241C	CIN2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR052C
high-throughput	YPL241C	CIN2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR104C
high-throughput	YPL241C	CIN2	cellular response to hydrogen peroxide	""	microarray RNA expression level evidence	YDR423C
high-throughput	YPL241C	CIN2	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YPL242C	IQG1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YPL242C	IQG1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YNL330C
high-throughput	YPL242C	IQG1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPL254W
high-throughput	YPL242C	IQG1	cellular response to hydrogen peroxide	""	microarray RNA expression level evidence	YDR423C
high-throughput	YPL242C	IQG1	""	""	chromatin immunoprecipitation-chip evidence	YKL112W
high-throughput	YPL242C	IQG1	""	""	chromatin immunoprecipitation-chip evidence	YNL068C
high-throughput	YPL242C	IQG1	""	""	""	YBR160W
high-throughput	YPL243W	SRP68	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL005C
high-throughput	YPL243W	SRP68	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIR018W
high-throughput	YPL244C	HUT1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL005C
high-throughput	YPL244C	HUT1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL106C
high-throughput	YPL244C	HUT1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR252W
high-throughput	YPL244C	HUT1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL101C
high-throughput	YPL244C	HUT1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIR018W
high-throughput	YPL244C	HUT1	""	""	chromatin immunoprecipitation-chip evidence	YDR253C
high-throughput	YPL244C	HUT1	""	""	chromatin immunoprecipitation-chip evidence	YNL103W
high-throughput	YPL245W	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YPL245W	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YMR037C
high-throughput	YPL245W	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR174W
high-throughput	YPL245W	""	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YPL245W	""	""	""	microarray RNA expression level evidence	YLR403W
high-throughput	YPL246C	RBD2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YPL246C	RBD2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR174W
high-throughput	YPL247C	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YER159C
high-throughput	YPL247C	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR252W
high-throughput	YPL247C	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR174W
high-throughput	YPL247C	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR086W
high-throughput	YPL248C	GAL4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL101C
high-throughput	YPL248C	GAL4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR174W
high-throughput	YPL248C	GAL4	""	""	""	YBR160W
high-throughput	YPL249C	GYP5	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR252W
high-throughput	YPL249C	GYP5	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR176C
high-throughput	YPL249C-A	RPL36B	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL005C
high-throughput	YPL249C-A	RPL36B	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YHR058C
high-throughput	YPL249C-A	RPL36B	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YPL249C-A	RPL36B	""	positive	chromatin immunoprecipitation-seq evidence	YLR223C
high-throughput	YPL249C-A	RPL36B	""	""	chromatin immunoprecipitation-chip evidence	YNL216W
high-throughput	YPL249C-A	RPL36B	""	""	chromatin immunoprecipitation-chip evidence	YNL216W
high-throughput	YPL249C-A	RPL36B	""	""	chromatin immunoprecipitation-chip evidence	YPR104C
high-throughput	YPL249C-A	RPL36B	""	""	microarray RNA expression level evidence	YGL073W
high-throughput	YPL249C-A	RPL36B	""	""	microarray RNA expression level evidence	YIL036W
high-throughput	YPL249C-A	RPL36B	""	""	microarray RNA expression level evidence	YJL127C
high-throughput	YPL249C-A	RPL36B	""	""	microarray RNA expression level evidence	YLR403W
high-throughput	YPL249C-A	RPL36B	""	""	microarray RNA expression level evidence	YNL216W
high-throughput	YPL249C-A	RPL36B	""	""	microarray RNA expression level evidence	YOL148C
high-throughput	YPL249C-A	RPL36B	""	""	microarray RNA expression level evidence	YPL075W
high-throughput	YPL249C-A	RPL36B	""	""	microarray RNA expression level evidence	YPL254W
high-throughput	YPL250C	ATG41	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YBR081C
high-throughput	YPL250C	ATG41	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YBR112C
high-throughput	YPL250C	ATG41	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL005C
high-throughput	YPL250C	ATG41	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR207C
high-throughput	YPL250C	ATG41	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YPL250C	ATG41	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR392W
high-throughput	YPL250C	ATG41	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR448W
high-throughput	YPL250C	ATG41	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR104C
high-throughput	YPL250C	ATG41	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR252W
high-throughput	YPL250C	ATG41	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR071C
high-throughput	YPL250C	ATG41	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YNL068C
high-throughput	YPL250C	ATG41	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR086W
high-throughput	YPL250C	ATG41	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR104C
high-throughput	YPL250C	ATG41	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YPL250C	ATG41	cellular response to zinc ion starvation	positive	microarray RNA expression level evidence	YJL056C
high-throughput	YPL250C	ATG41	cellular response to zinc ion starvation	positive	microarray RNA expression level evidence	YJL056C
high-throughput	YPL250C	ATG41	""	""	chromatin immunoprecipitation-chip evidence	YDR253C
high-throughput	YPL250C	ATG41	""	""	chromatin immunoprecipitation-chip evidence	YEL009C
high-throughput	YPL250C	ATG41	""	""	chromatin immunoprecipitation-chip evidence	YJR060W
high-throughput	YPL250C	ATG41	""	""	chromatin immunoprecipitation-chip evidence	YNL103W
high-throughput	YPL250C	ATG41	""	""	chromatin immunoprecipitation-chip evidence	YNL216W
high-throughput	YPL251W	""	""	""	microarray RNA expression level evidence	YLR403W
high-throughput	YPL252C	YAH1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL131C
high-throughput	YPL252C	YAH1	""	""	chromatin immunoprecipitation-chip evidence	YEL009C
high-throughput	YPL252C	YAH1	""	""	chromatin immunoprecipitation-chip evidence	YER161C
high-throughput	YPL252C	YAH1	""	""	microarray RNA expression level evidence	YLR403W
high-throughput	YPL253C	VIK1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YBR279W
high-throughput	YPL254W	HFI1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YBR279W
high-throughput	YPL254W	HFI1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL005C
high-throughput	YPL254W	HFI1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR110W
high-throughput	YPL254W	HFI1	""	""	chromatin immunoprecipitation-chip evidence	YJR060W
high-throughput	YPL255W	BBP1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YPL255W	BBP1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YMR037C
high-throughput	YPL255W	BBP1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR110W
high-throughput	YPL255W	BBP1	""	""	chromatin immunoprecipitation-chip evidence	YNL309W
high-throughput	YPL256C	CLN2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR174W
high-throughput	YPL256C	CLN2	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YPL256C	CLN2	mitotic cell cycle	positive	RNA-seq evidence	YDL042C
high-throughput	YPL256C	CLN2	mitotic cell cycle	positive	RNA-seq evidence	YDR227W
high-throughput	YPL256C	CLN2	mitotic cell cycle	positive	RNA-seq evidence	YLR442C
high-throughput	YPL256C	CLN2	""	""	chromatin immunoprecipitation-chip evidence	YNL309W
high-throughput	YPL257W	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR252W
high-throughput	YPL257W	""	""	""	microarray RNA expression level evidence	YJL127C
high-throughput	YPL257W-A	""	""	""	microarray RNA expression level evidence	YBR049C
high-throughput	YPL257W-A	""	""	""	microarray RNA expression level evidence	YBR083W
high-throughput	YPL257W-A	""	""	""	microarray RNA expression level evidence	YCR084C
high-throughput	YPL257W-A	""	""	""	microarray RNA expression level evidence	YDR392W
high-throughput	YPL257W-A	""	""	""	microarray RNA expression level evidence	YGL073W
high-throughput	YPL257W-A	""	""	""	microarray RNA expression level evidence	YGL181W
high-throughput	YPL257W-A	""	""	""	microarray RNA expression level evidence	YIL036W
high-throughput	YPL257W-A	""	""	""	microarray RNA expression level evidence	YJL127C
high-throughput	YPL257W-A	""	""	""	microarray RNA expression level evidence	YKL112W
high-throughput	YPL257W-A	""	""	""	microarray RNA expression level evidence	YKR099W
high-throughput	YPL257W-A	""	""	""	microarray RNA expression level evidence	YLR182W
high-throughput	YPL257W-A	""	""	""	microarray RNA expression level evidence	YNL236W
high-throughput	YPL257W-A	""	""	""	microarray RNA expression level evidence	YOL148C
high-throughput	YPL257W-A	""	""	""	microarray RNA expression level evidence	YOR344C
high-throughput	YPL257W-A	""	""	""	microarray RNA expression level evidence	YPL254W
high-throughput	YPL257W-B	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR098C
high-throughput	YPL257W-B	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPL254W
high-throughput	YPL257W-B	""	""	""	microarray RNA expression level evidence	YBR083W
high-throughput	YPL257W-B	""	""	""	microarray RNA expression level evidence	YCR084C
high-throughput	YPL257W-B	""	""	""	microarray RNA expression level evidence	YDR207C
high-throughput	YPL257W-B	""	""	""	microarray RNA expression level evidence	YDR392W
high-throughput	YPL257W-B	""	""	""	microarray RNA expression level evidence	YGL181W
high-throughput	YPL257W-B	""	""	""	microarray RNA expression level evidence	YJL127C
high-throughput	YPL257W-B	""	""	""	microarray RNA expression level evidence	YKL112W
high-throughput	YPL257W-B	""	""	""	microarray RNA expression level evidence	YKR099W
high-throughput	YPL257W-B	""	""	""	microarray RNA expression level evidence	YMR021C
high-throughput	YPL257W-B	""	""	""	microarray RNA expression level evidence	YOL148C
high-throughput	YPL257W-B	""	""	""	microarray RNA expression level evidence	YPL254W
high-throughput	YPL258C	THI21	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YPL259C	APM1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR207C
high-throughput	YPL259C	APM1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL131C
high-throughput	YPL259C	APM1	""	""	microarray RNA expression level evidence	YJL127C
high-throughput	YPL260W	CUB1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YPL260W	CUB1	cellular response to iron ion	positive	microarray RNA expression level evidence	YIR018W
high-throughput	YPL260W	CUB1	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YPL260W	CUB1	""	""	microarray RNA expression level evidence	YLR403W
high-throughput	YPL262W	FUM1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YPL262W	FUM1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YER159C
high-throughput	YPL262W	FUM1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL131C
high-throughput	YPL262W	FUM1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR086W
high-throughput	YPL263C	KEL3	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL005C
high-throughput	YPL263C	KEL3	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YPL264C	""	cellular response to boron-containing substance levels	positive	microarray RNA expression level evidence	YEL009C
high-throughput	YPL264C	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YPL264C	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL101C
high-throughput	YPL264C	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YMR037C
high-throughput	YPL264C	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YNL330C
high-throughput	YPL264C	""	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YPL264C	""	""	""	chromatin immunoprecipitation-chip evidence	YEL009C
high-throughput	YPL264C	""	""	""	microarray RNA expression level evidence	YKL032C
high-throughput	YPL264C	""	""	""	microarray RNA expression level evidence	YOL004W
high-throughput	YPL265W	DIP5	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YBR081C
high-throughput	YPL265W	DIP5	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YCR084C
high-throughput	YPL265W	DIP5	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR392W
high-throughput	YPL265W	DIP5	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR397C
high-throughput	YPL265W	DIP5	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR463W
high-throughput	YPL265W	DIP5	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR252W
high-throughput	YPL265W	DIP5	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL131C
high-throughput	YPL265W	DIP5	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR055C
high-throughput	YPL265W	DIP5	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR071C
high-throughput	YPL265W	DIP5	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YNL068C
high-throughput	YPL265W	DIP5	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YNL330C
high-throughput	YPL265W	DIP5	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPL254W
high-throughput	YPL265W	DIP5	cellular response to hypoxia	negative	microarray RNA expression level evidence	YKL032C
high-throughput	YPL265W	DIP5	cellular response to iron ion	positive	microarray RNA expression level evidence	YIR018W
high-throughput	YPL265W	DIP5	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YPL265W	DIP5	""	""	chromatin immunoprecipitation-chip evidence	YDR463W
high-throughput	YPL265W	DIP5	""	""	chromatin immunoprecipitation-chip evidence	YER040W
high-throughput	YPL265W	DIP5	""	""	chromatin immunoprecipitation-chip evidence	YKL043W
high-throughput	YPL265W	DIP5	""	""	microarray RNA expression level evidence	YCR084C
high-throughput	YPL265W	DIP5	""	""	microarray RNA expression level evidence	YKL032C
high-throughput	YPL265W	DIP5	""	""	microarray RNA expression level evidence	YNL216W
high-throughput	YPL265W	DIP5	""	""	microarray RNA expression level evidence	YOL148C
high-throughput	YPL265W	DIP5	""	""	microarray RNA expression level evidence	YPL075W
high-throughput	YPL265W	DIP5	""	""	microarray RNA expression level evidence	YPL177C
high-throughput	YPL265W	DIP5	""	""	microarray RNA expression level evidence	YPL254W
high-throughput	YPL266W	DIM1	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YPL267W	ACM1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR176C
high-throughput	YPL267W	ACM1	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YPL267W	ACM1	""	""	chromatin immunoprecipitation-chip evidence	YDL056W
high-throughput	YPL267W	ACM1	""	""	chromatin immunoprecipitation-chip evidence	YER111C
high-throughput	YPL267W	ACM1	""	""	microarray RNA expression level evidence	YLR403W
high-throughput	YPL268W	PLC1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YPL268W	PLC1	cellular response to iron ion	positive	microarray RNA expression level evidence	YIR018W
high-throughput	YPL269W	KAR9	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL170W
high-throughput	YPL269W	KAR9	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR252W
high-throughput	YPL269W	KAR9	""	""	microarray RNA expression level evidence	YLR403W
high-throughput	YPL269W	KAR9	""	""	""	YBR160W
high-throughput	YPL270W	MDL2	""	""	chromatin immunoprecipitation-chip evidence	YKL109W
high-throughput	YPL271W	ATP15	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YPL271W	ATP15	""	""	chromatin immunoprecipitation-chip evidence	YKL109W
high-throughput	YPL271W	ATP15	""	""	microarray RNA expression level evidence	YOR028C
high-throughput	YPL271W	ATP15	""	""	microarray RNA expression level evidence	YOR363C
high-throughput	YPL272C	PBI1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR463W
high-throughput	YPL272C	PBI1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR176C
high-throughput	YPL272C	PBI1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR174W
high-throughput	YPL272C	PBI1	""	""	chromatin immunoprecipitation-chip evidence	YKL109W
high-throughput	YPL273W	SAM4	cellular response to boron-containing substance levels	positive	microarray RNA expression level evidence	YEL009C
high-throughput	YPL273W	SAM4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR463W
high-throughput	YPL273W	SAM4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR252W
high-throughput	YPL273W	SAM4	cellular response to hydrogen peroxide	""	microarray RNA expression level evidence	YDR423C
high-throughput	YPL273W	SAM4	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YPL273W	SAM4	""	""	chromatin immunoprecipitation-chip evidence	YEL009C
high-throughput	YPL273W	SAM4	""	""	microarray RNA expression level evidence	YIL036W
high-throughput	YPL273W	SAM4	""	""	microarray RNA expression level evidence	YNL216W
high-throughput	YPL273W	SAM4	""	""	microarray RNA expression level evidence	YOL148C
high-throughput	YPL273W	SAM4	""	""	microarray RNA expression level evidence	YPL075W
high-throughput	YPL274W	SAM3	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YBR112C
high-throughput	YPL274W	SAM3	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR207C
high-throughput	YPL274W	SAM3	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR071C
high-throughput	YPL274W	SAM3	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YMR037C
high-throughput	YPL274W	SAM3	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR110W
high-throughput	YPL274W	SAM3	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR104C
high-throughput	YPL274W	SAM3	cellular response to hypoxia	negative	microarray RNA expression level evidence	YKL032C
high-throughput	YPL274W	SAM3	cellular response to zinc ion starvation	positive	microarray RNA expression level evidence	YJL056C
high-throughput	YPL274W	SAM3	""	""	chromatin immunoprecipitation-chip evidence	YDR253C
high-throughput	YPL274W	SAM3	""	""	chromatin immunoprecipitation-chip evidence	YNL103W
high-throughput	YPL274W	SAM3	""	""	microarray RNA expression level evidence	YKL032C
high-throughput	YPL276W	""	""	""	microarray RNA expression level evidence	YJL127C
high-throughput	YPL277C	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR207C
high-throughput	YPL277C	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR252W
high-throughput	YPL277C	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR176C
high-throughput	YPL277C	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR110W
high-throughput	YPL277C	""	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YPL277C	""	""	""	microarray RNA expression level evidence	YGL071W
high-throughput	YPL277C	""	""	""	microarray RNA expression level evidence	YHL027W
high-throughput	YPL277C	""	""	""	microarray RNA expression level evidence	YJL127C
high-throughput	YPL278C	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YPL278C	""	""	""	microarray RNA expression level evidence	YCR084C
high-throughput	YPL278C	""	""	""	microarray RNA expression level evidence	YHL027W
high-throughput	YPL279C	FEX2	cellular response to hydrogen peroxide	""	microarray RNA expression level evidence	YDR423C
high-throughput	YPL279C	FEX2	""	""	microarray RNA expression level evidence	YLR418C
high-throughput	YPL280W	HSP32	cellular response to boron-containing substance levels	positive	microarray RNA expression level evidence	YEL009C
high-throughput	YPL280W	HSP32	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YER111C
high-throughput	YPL280W	HSP32	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YMR037C
high-throughput	YPL280W	HSP32	cellular response to hydrogen peroxide	""	microarray RNA expression level evidence	YDR423C
high-throughput	YPL280W	HSP32	cellular response to iron ion	positive	microarray RNA expression level evidence	YIR018W
high-throughput	YPL280W	HSP32	""	""	microarray RNA expression level evidence	YCR084C
high-throughput	YPL280W	HSP32	""	""	microarray RNA expression level evidence	YJL127C
high-throughput	YPL281C	ERR2	cellular response to boron-containing substance levels	positive	microarray RNA expression level evidence	YEL009C
high-throughput	YPL281C	ERR2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YPL281C	ERR2	""	""	microarray RNA expression level evidence	YLR403W
high-throughput	YPL281C	ERR2	""	""	microarray RNA expression level evidence	YNL199C
high-throughput	YPL281C	ERR2	""	""	microarray RNA expression level evidence	YNL216W
high-throughput	YPL282C	PAU22	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YPL282C	PAU22	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR133C
high-throughput	YPL283C	YRF1-7	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YBR049C
high-throughput	YPL283C	YRF1-7	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL005C
high-throughput	YPL283C	YRF1-7	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR207C
high-throughput	YPL283C	YRF1-7	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YMR037C
high-throughput	YPL283C	YRF1-7	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPL254W
high-throughput	YPL283C	YRF1-7	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR104C
high-throughput	YPL283C	YRF1-7	""	""	microarray RNA expression level evidence	YLR418C
high-throughput	YPL283C	YRF1-7	""	""	microarray RNA expression level evidence	YMR021C
high-throughput	YPR001W	CIT3	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR123C
high-throughput	YPR001W	CIT3	""	""	microarray RNA expression level evidence	YJL127C
high-throughput	YPR001W	CIT3	""	""	microarray RNA expression level evidence	YNL068C
high-throughput	YPR002W	PDH1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL131C
high-throughput	YPR002W	PDH1	mitotic cell cycle	negative	RNA-seq evidence	YDL042C
high-throughput	YPR002W	PDH1	mitotic cell cycle	negative	RNA-seq evidence	YDR227W
high-throughput	YPR002W	PDH1	mitotic cell cycle	negative	RNA-seq evidence	YLR442C
high-throughput	YPR002W	PDH1	""	""	microarray RNA expression level evidence	YBR083W
high-throughput	YPR002W	PDH1	""	""	microarray RNA expression level evidence	YJL127C
high-throughput	YPR002W	PDH1	""	""	microarray RNA expression level evidence	YKR099W
high-throughput	YPR002W	PDH1	""	""	microarray RNA expression level evidence	YNL216W
high-throughput	YPR003C	""	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YPR003C	""	cellular response to zinc ion starvation	positive	microarray RNA expression level evidence	YJL056C
high-throughput	YPR003C	""	""	""	microarray RNA expression level evidence	YLR403W
high-throughput	YPR004C	AIM45	""	""	microarray RNA expression level evidence	YPL075W
high-throughput	YPR005C	HAL1	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YPR005C	HAL1	""	""	chromatin immunoprecipitation-chip evidence	YHR084W
high-throughput	YPR005C	HAL1	""	""	microarray RNA expression level evidence	YCR084C
high-throughput	YPR006C	ICL2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL101C
high-throughput	YPR006C	ICL2	""	""	microarray RNA expression level evidence	YJL127C
high-throughput	YPR007C	REC8	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR176C
high-throughput	YPR007C	REC8	""	""	microarray RNA expression level evidence	YJL127C
high-throughput	YPR008W	HAA1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YBR112C
high-throughput	YPR008W	HAA1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YER159C
high-throughput	YPR008W	HAA1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR174W
high-throughput	YPR008W	HAA1	""	""	chromatin immunoprecipitation-chip evidence	YNL216W
high-throughput	YPR009W	SUT2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YBR112C
high-throughput	YPR009W	SUT2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YCR084C
high-throughput	YPR009W	SUT2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR207C
high-throughput	YPR009W	SUT2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR392W
high-throughput	YPR009W	SUT2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR397C
high-throughput	YPR009W	SUT2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR463W
high-throughput	YPR009W	SUT2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YER111C
high-throughput	YPR009W	SUT2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YHR206W
high-throughput	YPR009W	SUT2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL101C
