annotation.type	regulated.orf	regulated.gene	experimental.condition	regulation.direction	evidence.type	regulator.orf
high-throughput	YPR009W	SUT2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR176C
high-throughput	YPR009W	SUT2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR104C
high-throughput	YPR009W	SUT2	""	""	chromatin immunoprecipitation-chip evidence	YER111C
high-throughput	YPR009W	SUT2	""	""	chromatin immunoprecipitation-chip evidence	YHR206W
high-throughput	YPR009W	SUT2	""	""	microarray RNA expression level evidence	YPL075W
high-throughput	YPR010C	RPA135	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL005C
high-throughput	YPR010C	RPA135	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR146C
high-throughput	YPR010C	RPA135	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR207C
high-throughput	YPR010C	RPA135	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YPR010C	RPA135	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL131C
high-throughput	YPR010C	RPA135	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YJR127C
high-throughput	YPR010C	RPA135	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YPR010C	RPA135	""	""	microarray RNA expression level evidence	YLR403W
high-throughput	YPR011C	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR463W
high-throughput	YPR013C	CMR3	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR110W
high-throughput	YPR013C	CMR3	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YPR013C	CMR3	""	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YPR013C	CMR3	""	""	chromatin immunoprecipitation-chip evidence	YER111C
high-throughput	YPR013C	CMR3	""	""	chromatin immunoprecipitation-chip evidence	YHR206W
high-throughput	YPR013C	CMR3	""	""	chromatin immunoprecipitation-chip evidence	YKL043W
high-throughput	YPR013C	CMR3	""	""	chromatin immunoprecipitation-chip evidence	YMR016C
high-throughput	YPR013C	CMR3	""	""	chromatin immunoprecipitation-chip evidence	YNL167C
high-throughput	YPR013C	CMR3	""	""	chromatin immunoprecipitation-chip evidence	YOL108C
high-throughput	YPR013C	CMR3	""	""	chromatin immunoprecipitation-chip evidence	YOR028C
high-throughput	YPR013C	CMR3	""	""	chromatin immunoprecipitation-chip evidence	YPR065W
high-throughput	YPR014C	""	""	""	chromatin immunoprecipitation-chip evidence	YNL216W
high-throughput	YPR015C	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YPR015C	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR397C
high-throughput	YPR015C	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YER111C
high-throughput	YPR015C	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR252W
high-throughput	YPR015C	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR086W
high-throughput	YPR015C	""	""	""	microarray RNA expression level evidence	YJL127C
high-throughput	YPR015C	""	""	""	microarray RNA expression level evidence	YLR176C
high-throughput	YPR016C	TIF6	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YBR049C
high-throughput	YPR016C	TIF6	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YPR016C	TIF6	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YML007W
high-throughput	YPR016C	TIF6	""	""	microarray RNA expression level evidence	YIL036W
high-throughput	YPR016C	TIF6	""	""	microarray RNA expression level evidence	YLR403W
high-throughput	YPR016C	TIF6	""	""	microarray RNA expression level evidence	YNL236W
high-throughput	YPR016C	TIF6	""	""	microarray RNA expression level evidence	YOL148C
high-throughput	YPR017C	DSS4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL131C
high-throughput	YPR017C	DSS4	""	""	chromatin immunoprecipitation-chip evidence	YKL112W
high-throughput	YPR018W	RLF2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL170W
high-throughput	YPR018W	RLF2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YPR018W	RLF2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL131C
high-throughput	YPR018W	RLF2	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YPR018W	RLF2	""	""	chromatin immunoprecipitation-chip evidence	YKL112W
high-throughput	YPR018W	RLF2	""	""	""	YBR160W
high-throughput	YPR019W	MCM4	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YPR019W	MCM4	""	""	""	YBR160W
high-throughput	YPR020W	ATP20	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR252W
high-throughput	YPR020W	ATP20	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR176C
high-throughput	YPR020W	ATP20	""	""	chromatin immunoprecipitation-chip evidence	YKL109W
high-throughput	YPR020W	ATP20	""	""	microarray RNA expression level evidence	YLR403W
high-throughput	YPR020W	ATP20	""	""	microarray RNA expression level evidence	YNL236W
high-throughput	YPR020W	ATP20	""	""	microarray RNA expression level evidence	YNL309W
high-throughput	YPR020W	ATP20	""	""	microarray RNA expression level evidence	YOL004W
high-throughput	YPR021C	AGC1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YPR021C	AGC1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR176C
high-throughput	YPR022C	SDD4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL170W
high-throughput	YPR022C	SDD4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YPR022C	SDD4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR110W
high-throughput	YPR022C	SDD4	""	""	chromatin immunoprecipitation-chip evidence	YOR028C
high-throughput	YPR022C	SDD4	""	""	microarray RNA expression level evidence	YJL127C
high-throughput	YPR023C	EAF3	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL005C
high-throughput	YPR023C	EAF3	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR392W
high-throughput	YPR023C	EAF3	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR252W
high-throughput	YPR023C	EAF3	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR230W
high-throughput	YPR024W	YME1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR071C
high-throughput	YPR024W	YME1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR104C
high-throughput	YPR024W	YME1	cellular response to hydrogen peroxide	""	microarray RNA expression level evidence	YDR423C
high-throughput	YPR025C	CCL1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YBR049C
high-throughput	YPR025C	CCL1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR086W
high-throughput	YPR025C	CCL1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR133C
high-throughput	YPR025C	CCL1	""	""	chromatin immunoprecipitation-chip evidence	YBR049C
high-throughput	YPR025C	CCL1	""	""	microarray RNA expression level evidence	YLR403W
high-throughput	YPR026W	ATH1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR207C
high-throughput	YPR026W	ATH1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YPR026W	ATH1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YER159C
high-throughput	YPR026W	ATH1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL101C
high-throughput	YPR026W	ATH1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR086W
high-throughput	YPR026W	ATH1	""	""	chromatin immunoprecipitation-chip evidence	YBR049C
high-throughput	YPR027C	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR463W
high-throughput	YPR027C	""	mitotic cell cycle	positive	RNA-seq evidence	YDL042C
high-throughput	YPR027C	""	mitotic cell cycle	positive	RNA-seq evidence	YDR227W
high-throughput	YPR027C	""	mitotic cell cycle	positive	RNA-seq evidence	YLR442C
high-throughput	YPR028W	YOP1	cellular response to heat	positive	microarray RNA expression level evidence	YGL073W
high-throughput	YPR028W	YOP1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YPR028W	YOP1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR448W
high-throughput	YPR028W	YOP1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YER111C
high-throughput	YPR028W	YOP1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YMR037C
high-throughput	YPR028W	YOP1	""	""	microarray RNA expression level evidence	YKL112W
high-throughput	YPR028W	YOP1	""	""	microarray RNA expression level evidence	YLR403W
high-throughput	YPR028W	YOP1	""	""	microarray RNA expression level evidence	YNL216W
high-throughput	YPR028W	YOP1	""	""	microarray RNA expression level evidence	YPL075W
high-throughput	YPR029C	APL4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YBR049C
high-throughput	YPR029C	APL4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YPR029C	APL4	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YPR029C	APL4	""	""	chromatin immunoprecipitation-chip evidence	YDR207C
high-throughput	YPR029C	APL4	""	""	chromatin immunoprecipitation-chip evidence	YNL216W
high-throughput	YPR029C	APL4	""	""	chromatin immunoprecipitation-chip evidence	YNL216W
high-throughput	YPR030W	CSR2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL005C
high-throughput	YPR030W	CSR2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YER159C
high-throughput	YPR030W	CSR2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR110W
high-throughput	YPR030W	CSR2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR174W
high-throughput	YPR030W	CSR2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR086W
high-throughput	YPR030W	CSR2	""	""	chromatin immunoprecipitation-chip evidence	YDR207C
high-throughput	YPR030W	CSR2	""	""	chromatin immunoprecipitation-chip evidence	YNL216W
high-throughput	YPR030W	CSR2	""	""	""	YBR160W
high-throughput	YPR031W	NTO1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR176C
high-throughput	YPR032W	SRO7	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR110W
high-throughput	YPR033C	HTS1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR392W
high-throughput	YPR033C	HTS1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR246C
high-throughput	YPR033C	HTS1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL101C
high-throughput	YPR033C	HTS1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOL108C
high-throughput	YPR033C	HTS1	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YPR033C	HTS1	""	""	microarray RNA expression level evidence	YIL036W
high-throughput	YPR033C	HTS1	""	""	microarray RNA expression level evidence	YNL236W
high-throughput	YPR034W	ARP7	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YBR049C
high-throughput	YPR034W	ARP7	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YPR034W	ARP7	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR110W
high-throughput	YPR034W	ARP7	cellular response to hydrogen peroxide	""	microarray RNA expression level evidence	YDR423C
high-throughput	YPR034W	ARP7	""	""	chromatin immunoprecipitation-chip evidence	YNL216W
high-throughput	YPR035W	GLN1	""	""	chromatin immunoprecipitation-chip evidence	YDR253C
high-throughput	YPR035W	GLN1	""	""	chromatin immunoprecipitation-chip evidence	YER040W
high-throughput	YPR035W	GLN1	""	""	chromatin immunoprecipitation-chip evidence	YIL131C
high-throughput	YPR035W	GLN1	""	""	chromatin immunoprecipitation-chip evidence	YNL068C
high-throughput	YPR035W	GLN1	""	""	chromatin immunoprecipitation-chip evidence	YNL103W
high-throughput	YPR035W	GLN1	""	""	microarray RNA expression level evidence	YER040W
high-throughput	YPR035W	GLN1	""	""	microarray RNA expression level evidence	YGL073W
high-throughput	YPR036W	VMA13	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YBR049C
high-throughput	YPR036W	VMA13	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YPR036W	VMA13	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YPR036W	VMA13	""	""	chromatin immunoprecipitation-chip evidence	YNL216W
high-throughput	YPR036W	VMA13	""	""	microarray RNA expression level evidence	YIL036W
high-throughput	YPR036W	VMA13	""	""	microarray RNA expression level evidence	YKL112W
high-throughput	YPR036W-A	SPO24	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YBR049C
high-throughput	YPR036W-A	SPO24	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YBR081C
high-throughput	YPR036W-A	SPO24	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL005C
high-throughput	YPR036W-A	SPO24	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR392W
high-throughput	YPR036W-A	SPO24	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YER161C
high-throughput	YPR036W-A	SPO24	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YKL058W
high-throughput	YPR036W-A	SPO24	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR071C
high-throughput	YPR036W-A	SPO24	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YML007W
high-throughput	YPR036W-A	SPO24	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YMR037C
high-throughput	YPR036W-A	SPO24	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YNL229C
high-throughput	YPR036W-A	SPO24	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR086W
high-throughput	YPR036W-A	SPO24	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR104C
high-throughput	YPR036W-A	SPO24	""	""	chromatin immunoprecipitation-chip evidence	YBL103C
high-throughput	YPR036W-A	SPO24	""	""	chromatin immunoprecipitation-chip evidence	YEL009C
high-throughput	YPR037C	ERV2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL101C
high-throughput	YPR037C	ERV2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL131C
high-throughput	YPR037C	ERV2	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YPR037C	ERV2	""	""	microarray RNA expression level evidence	YLR403W
high-throughput	YPR038W	IRC16	""	""	chromatin immunoprecipitation-chip evidence	YDR253C
